,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Katsuura,40,JP,1538521200,82,33.93,134.5,18.0,2.6
377,Fez,0,MA,1538523000,59,34.03,-5.02,19.0,1.0
378,Dunedin,0,NZ,1538525117,83,-45.87,170.5,10.73,1.22
379,Rayong,40,TH,1538521200,83,12.68,101.28,25.0,2.6
380,Sahuaripa,0,MX,1538525215,50,29.05,-109.23,27.53,0.92
381,Srednekolymsk,68,RU,1538525217,80,67.46,153.71,1.13,1.87
382,Shahe,0,CN,1538525220,65,36.85,114.5,15.38,1.52
383,Bakhchysaray,92,UA,1538525222,100,44.75,33.87,16.78,4.27
384,Ancud,24,CL,1538525224,80,-41.87,-73.83,6.83,2.52
385,Palana,92,RU,1538525226,98,59.08,159.95,5.43,0.67
386,Okhotsk,24,RU,1538525228,98,59.36,143.24,5.48,2.07
387,Mount Gambier,56,AU,1538525230,93,-37.83,140.78,13.68,2.87
388,Takoradi,24,GH,1538525233,98,4.89,-1.75,24.53,2.42
389,Sinnamary,0,GF,1538525235,91,5.38,-52.96,28.28,6.47
390,Kantunil,75,MX,1538520360,74,20.8,-89.03,29.0,4.1
391,Tendukheda,0,IN,1538525239,74,23.4,79.54,21.93,1.27
392,Grand-Santi,24,GF,1538525241,75,4.27,-54.38,26.38,2.42
393,Acapulco,75,MX,1538520600,74,16.86,-99.88,30.0,4.1
394,Tomatlan,76,MX,1538525246,83,19.93,-105.25,27.18,1.62
395,Qaqortoq,88,GL,1538524200,55,60.72,-46.03,2.0,2.1
396,Qandala,0,SO,1538525250,99,11.47,49.87,20.58,1.62
397,Portland,40,US,1538524380,38,45.52,-122.67,20.6,6.7
398,Alyangula,0,AU,1538525254,88,-13.85,136.42,27.68,5.07
399,Cayenne,0,GF,1538523000,100,4.94,-52.33,25.0,1.5
400,Corrales,44,CO,1538525259,95,5.83,-72.84,11.03,0.32
401,Angoche,0,MZ,1538525261,100,-16.23,39.91,24.83,2.07
402,Agadez,92,NE,1538525263,27,16.97,7.99,30.78,1.92
403,Jalu,48,LY,1538525265,32,29.03,21.55,25.53,4.72
404,Riviere-du-Loup,88,CA,1538525050,86,47.83,-69.53,8.68,2.07
405,Mount Isa,0,AU,1538523000,28,-20.73,139.49,28.0,7.2
406,Den Helder,75,NL,1538524500,62,52.96,4.76,14.0,6.7
407,Estevan,90,CA,1538524500,100,49.14,-102.99,3.0,6.7
408,Bhinmal,32,IN,1538525276,57,25.01,72.27,25.88,2.57
409,California City,1,US,1538523300,41,35.13,-117.99,27.7,13.9
410,Oshikango,0,NA,1538525280,29,-17.39,15.89,20.43,4.32
411,Sioux Lookout,90,CA,1538523540,81,50.1,-91.92,9.0,3.6
412,Whitehorse,75,CA,1538521200,26,60.72,-135.06,8.0,5.1
413,Puerto Carreno,20,CO,1538521200,70,6.19,-67.49,30.0,0.77
414,Camopi,12,GF,1538525289,73,3.17,-52.33,25.83,1.27
415,Port Hedland,0,AU,1538523000,36,-20.31,118.58,27.0,5.1
416,Sabzevar,44,IR,1538525293,64,36.21,57.68,10.83,1.87
417,Iquitos,75,PE,1538521200,88,-3.75,-73.25,25.0,1.5
418,Tecoanapa,75,MX,1538520600,74,16.99,-99.26,30.0,4.1
419,Lichinga,0,MZ,1538521200,77,-13.3,35.25,18.0,4.1
420,Marawi,76,PH,1538525302,98,8.0,124.29,22.13,1.37
421,Vostok,8,RU,1538525304,77,46.45,135.83,7.18,2.32
422,Burns Lake,0,CA,1538525306,52,54.23,-125.76,2.63,1.77
423,Hoshcha,0,UA,1538525309,91,50.6,26.67,7.93,4.67
424,Scottsbluff,1,US,1538524380,32,41.87,-103.67,27.8,3.1
425,Inuvik,20,CA,1538521200,41,68.36,-133.71,5.0,2.6
426,Kruszwica,75,PL,1538524800,87,52.67,18.33,9.0,8.7
427,Maceio,0,BR,1538521200,83,-9.67,-35.74,24.0,3.6
428,Ola,0,RU,1538523000,65,59.58,151.3,5.0,2.27
429,Taksimo,56,RU,1538525322,83,56.36,114.84,1.03,0.57
430,Kihei,40,US,1538520960,65,20.76,-156.45,30.6,7.7
431,Geraldton,40,CA,1538521200,70,49.72,-86.95,9.0,3.1
432,Finschhafen,88,PG,1538525329,95,-6.6,147.85,23.88,0.17
433,Kulhudhuffushi,88,MV,1538525331,100,6.62,73.07,25.93,5.47
434,Bay Roberts,40,CA,1538521200,86,47.58,-53.28,4.0,2.77
435,Husavik,92,CA,1538525335,100,50.56,-96.99,4.68,4.17
436,Pekin,1,US,1538523300,79,40.57,-89.64,22.9,2.1
437,Dondo,0,MZ,1538521200,94,-19.62,34.74,21.0,2.6
438,Lokosovo,44,RU,1538525341,97,61.13,74.84,4.53,3.97
439,Akureyri,20,IS,1538521200,69,65.68,-18.09,4.0,5.1
440,Kanye,0,BW,1538525346,27,-24.98,25.34,14.23,2.47
441,Ponazyrevo,92,RU,1538525348,99,58.36,46.31,8.78,2.52
442,Morton,40,US,1538524680,55,46.56,-122.28,16.1,3.6
443,Murgab,12,TM,1538521200,55,37.5,61.97,17.0,1.0
444,Riverton,1,US,1538522100,30,43.02,-108.38,25.0,4.6
445,Quinto di Treviso,0,IT,1538522400,87,45.65,12.17,12.0,1.0
446,Gimli,92,CA,1538525225,100,50.63,-96.99,4.68,4.17
447,Omboue,80,GA,1538525361,100,-1.57,9.26,25.63,2.87
448,Juba,36,EE,1538524200,87,57.82,26.93,7.0,3.1
449,Ko Samui,20,TH,1538523000,94,9.54,99.94,27.0,2.92
450,Zhaozhou,0,CN,1538525368,71,45.71,125.27,12.98,2.42
451,Kandava,92,LV,1538525370,96,57.04,22.77,5.68,9.62
452,Mitchell,90,US,1538524380,80,43.71,-98.03,14.4,7.2
453,Swakopmund,20,NA,1538521200,71,-22.68,14.53,14.0,2.1
454,Dunda,0,IN,1538525376,80,30.62,78.32,7.18,1.12
455,Skelleftea,92,SE,1538524200,93,64.75,20.95,2.0,4.1
456,Mongo,92,CF,1538525380,100,4.83,22.92,20.23,1.82
457,Paramonga,88,PE,1538525383,100,-10.68,-77.82,16.23,2.77
458,Jingdezhen,0,CN,1538525385,82,29.29,117.2,17.93,1.57
459,San Carlos de Bariloche,40,AR,1538521200,51,-41.13,-71.31,4.0,8.7
460,Hofn,80,IS,1538525389,100,64.25,-15.21,4.93,4.42
461,Sembakung,76,ID,1538525391,94,3.82,117.25,24.68,1.32
462,Kirakira,48,SB,1538525394,100,-10.46,161.92,27.58,5.82
463,San Francisco,40,US,1538523300,57,37.78,-122.42,28.3,4.1
464,Mountain Home,75,US,1538521080,22,43.13,-115.69,24.4,4.1
465,Belyy Yar,40,RU,1538523000,86,53.6,91.39,4.0,2.0
466,Bujaru,40,BR,1538521200,78,-1.52,-48.04,27.0,2.6
467,Teya,75,MX,1538520360,74,21.05,-89.07,29.0,4.1
468,Praia,0,BR,1538521200,69,-20.25,-43.81,23.0,2.1
469,Talakan,0,RU,1538525410,68,50.29,130.28,5.98,1.67
470,Cabo San Lucas,75,MX,1538520660,70,22.89,-109.91,31.0,3.6
471,Kibaya,75,RW,1538523000,56,-2.2,30.56,22.0,2.1
472,Kavaratti,0,IN,1538525416,100,10.57,72.64,28.33,1.37
473,Lanxi,0,CN,1538525418,86,29.21,119.46,17.78,1.62
474,Hearst,0,CA,1538525421,76,49.69,-83.67,6.18,2.42
475,Aripuana,64,BR,1538525423,97,-9.17,-60.63,22.93,0.62
476,Egvekinot,92,RU,1538525425,100,66.32,-179.17,8.13,2.12
477,Orzu,0,RO,1538525427,93,44.77,23.24,8.33,1.72
478,Pangnirtung,20,CA,1538525429,85,66.15,-65.72,-4.48,3.02
479,Kangaatsiaq,0,GL,1538525432,100,68.31,-53.46,0.43,4.27
480,Jasper,1,US,1538523300,83,33.83,-87.28,28.3,1.02
481,Coahuayana,8,MX,1538525436,46,18.62,-100.35,28.43,0.97
482,George Town,75,MY,1538523000,94,5.42,100.33,26.0,1.0
483,Presidencia Roque Saenz Pena,24,AR,1538525440,65,-26.79,-60.44,17.68,4.57
484,Noumea,90,NC,1538523000,50,-22.28,166.46,24.0,4.1
485,Kalaleh,88,IR,1538525445,77,37.38,55.49,18.18,0.87
486,Makakilo City,75,US,1538523060,71,21.35,-158.09,29.4,4.1
487,Saquarema,0,BR,1538521200,83,-22.93,-42.51,25.0,2.6
488,Jumla,0,NP,1538525451,88,29.28,82.18,-0.18,1.07
489,Warrnambool,68,AU,1538525453,91,-38.38,142.48,13.78,5.67
490,Chapais,90,CA,1538521200,75,49.78,-74.86,5.0,3.6
491,Kahului,40,US,1538520960,65,20.89,-156.47,30.6,7.7
492,Yelizovo,48,RU,1538523000,50,53.19,158.38,11.0,11.0
493,Ketchikan,20,US,1538523060,50,55.34,-131.65,13.3,2.6
494,Ningxiang,0,CN,1538521200,67,28.28,112.55,17.0,2.0
495,Conceicao do Araguaia,0,BR,1538525466,74,-8.26,-49.26,26.08,1.22
496,Rawson,24,AR,1538525468,29,-43.3,-65.11,10.23,5.12
497,Kayerkan,56,RU,1538525471,96,69.35,87.76,0.58,6.82
498,Irituia,8,BR,1538525473,70,-1.77,-47.44,27.53,4.67
499,Brae,36,GB,1538524200,52,60.4,-1.35,8.0,4.6
500,Pitimbu,40,BR,1538521200,83,-7.47,-34.81,24.0,2.6
501,Dzerzhinsk,90,RU,1538523000,93,56.24,43.46,9.0,2.0
502,Colac,64,AU,1538525481,80,-38.34,143.59,15.58,2.07
503,Sirajganj,0,BD,1538525484,87,24.46,89.71,23.38,1.22
504,Nyurba,92,RU,1538525486,98,63.29,118.35,4.23,3.42
505,Barbastro,0,ES,1538524800,57,42.04,0.13,11.0,4.6
506,Orotukan,0,RU,1538525490,98,62.26,151.67,-2.43,1.67
507,Dwarka,48,IN,1538524800,83,28.58,77.04,23.0,1.17
508,Vicksburg,1,US,1538524380,88,32.35,-90.88,27.2,1.07
509,North Bend,1,US,1538524560,67,43.41,-124.22,16.7,6.2
510,Huntington,1,US,1538524260,81,38.42,-82.45,22.8,2.6
511,Bhind,0,IN,1538525501,76,26.57,78.79,21.78,1.22
512,Sao Paulo de Olivenca,48,BR,1538525503,79,-3.38,-68.87,27.38,1.52
513,Shenjiamen,0,CN,1538525505,84,29.96,122.3,23.28,7.07
514,Nuuk,80,GL,1538524200,64,64.17,-51.74,4.0,4.1
515,Ternate,75,PH,1538524800,100,14.29,120.72,28.0,0.5
516,Udachnyy,88,RU,1538525302,97,66.42,112.4,1.18,1.22
517,Wonthaggi,76,AU,1538525514,77,-38.6,145.59,16.88,1.62
518,Alhadas,0,PT,1538521200,51,40.19,-8.78,17.0,1.0
519,Maibong,0,IN,1538525518,92,25.3,93.13,19.18,0.47
520,Capinopolis,48,BR,1538525520,67,-18.68,-49.57,26.18,1.52
521,Mirnyy,80,RU,1538525523,98,56.57,36.46,8.83,4.62
522,La Crosse,90,US,1538524500,83,43.8,-91.24,13.3,5.1
523,Gouyave,20,GD,1538521200,83,12.16,-61.73,28.0,3.6
524,Langenburg,92,CA,1538525529,86,50.84,-101.7,1.08,1.87
525,Mehamn,92,NO,1538525531,86,71.03,27.85,3.38,5.72
526,Kieta,12,PG,1538525534,99,-6.22,155.63,27.88,0.82
527,Aksarka,76,RU,1538525536,88,66.56,67.8,-3.18,1.52
528,Meulaboh,32,ID,1538525494,100,4.14,96.13,25.53,1.77
529,Nome,1,US,1538524500,76,30.04,-94.42,27.8,2.1
530,Yellapur,76,IN,1538525542,97,14.96,74.71,21.68,0.97
531,Hurricane,90,US,1538524560,57,37.18,-113.29,25.0,2.1
532,Kribi,80,CM,1538525547,100,2.94,9.91,23.08,1.17
533,Hays,1,US,1538520960,40,38.88,-99.33,31.1,8.7
534,Otofuke,40,JP,1538523960,100,43.02,143.2,11.0,0.5
535,Belaya Gora,92,RU,1538525553,97,68.54,146.19,0.43,4.32
536,Reading,75,US,1538524500,87,40.34,-75.93,23.9,3.1
537,Beeville,1,US,1538524560,72,28.4,-97.75,28.6,3.1
538,Saint-Joseph,0,FR,1538524800,71,43.56,6.97,16.0,1.5
539,Borogontsy,36,RU,1538525562,76,62.67,131.17,2.58,2.87
540,Ulagan,88,RU,1538525564,83,50.63,87.96,-4.18,1.37
541,Quatre Cocos,40,MU,1538521200,73,-20.21,57.76,21.0,3.6
542,Araouane,0,ML,1538525569,32,18.9,-3.53,26.73,1.67
543,Salalah,0,OM,1538520600,69,17.01,54.1,23.0,1.5
544,Redmond,90,US,1538524680,66,47.67,-122.12,15.0,1.5
545,Maniitsoq,88,GL,1538525575,100,65.42,-52.9,-1.23,3.57
546,Berdigestyakh,76,RU,1538525577,79,62.1,126.7,2.93,2.57
547,Tateyama,20,JP,1538521200,72,36.66,137.31,18.0,2.1
548,Harper,40,US,1538524500,74,30.3,-99.24,28.3,2.6
549,Berzence,0,HR,1538525584,84,46.21,17.15,3.33,1.32
550,Kloulklubed,75,PW,1538524200,70,7.04,134.26,30.0,3.1
551,Jiuquan,0,CN,1538525588,63,39.73,98.49,-3.23,1.77
552,Passos,44,BR,1538525591,83,-20.72,-46.61,19.03,0.62
553,Semibratovo,88,RU,1538525593,96,57.3,39.54,6.03,4.77
554,Fare,64,PF,1538525595,100,-16.7,-151.02,24.38,12.17
555,Marienburg,0,DE,1538524200,76,52.12,9.98,11.0,8.2
556,Senanga,0,ZM,1538525599,41,-16.1,23.3,16.28,3.72
557,Lerwick,32,GB,1538524200,52,60.15,-1.15,8.0,4.6
558,Nago,0,IT,1538524200,87,45.88,10.89,12.0,2.1
559,Shahrud,24,IR,1538525606,65,36.42,54.97,10.68,1.12
560,Kyshtovka,12,RU,1538525608,93,56.56,76.62,1.88,3.27
561,Tabou,64,CI,1538525610,99,4.42,-7.36,26.18,4.07
562,Luoyang,0,CN,1538525612,65,34.66,112.42,12.73,1.82
563,Fuerte Olimpo,20,BR,1538525614,87,-21.04,-57.87,22.68,3.12
564,Saint-Pierre,90,FR,1538524800,93,48.95,4.24,12.0,5.7
565,Jutai,8,BR,1538525619,74,-1.71,-47.89,27.28,3.12
566,Japura,92,ID,1538525621,95,-0.42,102.29,22.88,1.17
567,Erenhot,0,CN,1538525624,54,43.65,111.97,2.98,3.32
568,Gushikawa,75,JP,1538524560,68,26.35,127.87,25.0,8.2
569,Ballater,68,GB,1538524200,75,57.05,-3.04,6.0,3.6
570,Nhulunbuy,75,AU,1538524800,62,-12.18,136.78,29.0,6.2
571,Revelstoke,90,CA,1538524860,86,50.99,-118.19,4.0,4.6
572,Codrington,0,AU,1538525634,76,-28.95,153.24,19.78,1.22
573,Verkhoyansk,0,RU,1538525636,87,67.55,133.39,-6.53,0.92
574,Basco,1,US,1538523300,82,40.33,-91.2,26.1,2.6
575,Hambantota,48,LK,1538525641,100,6.12,81.12,25.23,2.97
576,Humberto de Campos,0,BR,1538525643,91,-2.6,-43.46,26.58,7.27
577,El Tigre,32,VE,1538525625,54,8.89,-64.25,29.68,5.12
578,Micomeseng,32,GQ,1538525647,98,2.15,10.62,21.83,1.07
579,Ca Mau,48,VN,1538525650,100,9.18,105.15,24.18,2.02
580,Iwanai,88,JP,1538525652,91,42.97,140.51,17.68,8.72
581,Hirado,20,JP,1538521200,88,33.32,129.49,18.0,3.1
582,Pimenta Bueno,0,BR,1538525656,83,-11.68,-61.19,25.53,0.87
